distance_km,time_of_day,day_of_week,traffic_level,weather,area_type,driver_response_time_mins,available_ambulances_nearby,delay_minutes,delay_risk
24.89,19,2,Low,Clear,Urban,3.0,0,73.7,Severe Delay
12.15,2,5,Low,Clear,Urban,0.8,4,5.9,Moderate Delay
14.31,22,1,Low,Rain,Suburban,3.6,0,26.9,Severe Delay
9.8,18,0,Low,Rain,Urban,0.8,2,21.6,Severe Delay
28.04,17,3,Low,Snow,Suburban,4.2,0,156.1,Severe Delay
4.44,23,6,Medium,Clear,Urban,0.7,0,15.2,Severe Delay
28.08,3,1,Low,Clear,Urban,1.1,3,12.2,Severe Delay
20.83,7,3,Medium,Rain,Rural,1.7,2,49.3,Severe Delay
16.42,16,2,Low,Clear,Rural,3.4,4,0.0,No Delay
1.95,4,6,High,Clear,Suburban,4.9,1,5.3,Moderate Delay
14.79,12,1,High,Clear,Urban,1.0,2,58.8,Severe Delay
12.82,0,6,Low,Clear,Urban,1.1,2,5.7,Moderate Delay
5.68,12,5,Medium,Clear,Rural,2.2,1,3.0,Moderate Delay
20.04,3,5,Low,Rain,Urban,4.3,4,24.9,Severe Delay
29.16,21,4,High,Rain,Rural,2.6,3,95.4,Severe Delay
17.3,23,0,Medium,Clear,Urban,1.9,4,27.6,Severe Delay
21.73,13,0,Low,Clear,Rural,3.0,1,0.0,No Delay
2.99,2,3,Low,Clear,Urban,1.7,4,2.6,No Delay
13.11,4,0,Low,Rain,Urban,2.3,2,15.7,Severe Delay
4.37,6,6,Low,Clear,Suburban,2.0,3,0.4,No Delay
18.77,0,6,Medium,Rain,Rural,4.1,0,51.9,Severe Delay
28.22,22,4,Medium,Clear,Rural,4.7,4,10.6,Severe Delay
20.19,11,5,Low,Clear,Suburban,3.9,0,17.0,Severe Delay
3.23,10,1,Low,Rain,Suburban,2.5,3,0.2,No Delay
11.29,23,1,Low,Clear,Suburban,2.8,0,5.5,Moderate Delay
16.97,7,5,Low,Clear,Suburban,1.1,4,14.5,Severe Delay
12.69,5,2,High,Clear,Rural,3.9,1,25.2,Severe Delay
25.18,21,5,Low,Clear,Urban,3.2,2,11.8,Severe Delay
24.63,1,1,Medium,Clear,Suburban,4.6,2,26.1,Severe Delay
18.74,18,3,Low,Clear,Suburban,1.4,0,40.2,Severe Delay
11.83,19,4,Low,Rain,Suburban,3.9,2,17.8,Severe Delay
8.4,19,5,Medium,Rain,Rural,3.6,2,18.3,Severe Delay
4.07,23,2,Medium,Rain,Urban,1.7,1,14.7,Severe Delay
11.29,13,3,Medium,Clear,Urban,3.5,0,38.1,Severe Delay
12.98,0,5,Medium,Rain,Urban,4.7,1,34.2,Severe Delay
20.6,9,3,Medium,Clear,Urban,4.6,1,63.2,Severe Delay
20.09,15,5,Low,Clear,Urban,3.7,3,4.9,Moderate Delay
3.03,3,3,Medium,Clear,Rural,0.7,0,4.1,Moderate Delay
12.46,10,6,Medium,Snow,Suburban,4.4,1,40.7,Severe Delay
6.27,15,0,Low,Clear,Rural,3.5,4,0.0,No Delay
5.55,19,3,Medium,Snow,Urban,1.9,2,38.7,Severe Delay
24.99,0,6,Low,Clear,Rural,1.3,0,10.1,Severe Delay
2.22,15,0,Low,Clear,Suburban,1.0,3,0.0,No Delay
13.16,18,1,Medium,Clear,Urban,0.7,1,39.3,Severe Delay
5.88,20,0,High,Rain,Suburban,3.9,4,26.6,Severe Delay
26.5,21,3,High,Clear,Rural,1.6,2,53.9,Severe Delay
17.15,8,4,Low,Fog,Urban,0.6,2,51.6,Severe Delay
7.71,8,4,Medium,Fog,Suburban,2.3,4,33.8,Severe Delay
15.57,8,1,Medium,Rain,Rural,2.7,0,70.2,Severe Delay
22.21,16,3,Low,Clear,Urban,1.3,2,11.4,Severe Delay
28.79,11,0,Medium,Snow,Suburban,0.7,2,99.0,Severe Delay
7.39,12,4,Medium,Fog,Urban,1.4,2,23.8,Severe Delay
26.7,7,5,High,Clear,Urban,3.6,1,169.9,Severe Delay
28.09,15,2,Low,Rain,Suburban,0.9,1,17.6,Severe Delay
27.58,17,3,Low,Clear,Urban,3.0,2,36.5,Severe Delay
19.43,0,6,High,Clear,Suburban,1.2,3,54.4,Severe Delay
19.26,0,6,Medium,Clear,Urban,1.4,2,31.4,Severe Delay
12.69,11,5,High,Clear,Urban,2.3,0,88.1,Severe Delay
22.82,5,5,Low,Clear,Suburban,1.0,3,1.4,No Delay
16.41,8,3,Medium,Clear,Urban,1.3,0,91.3,Severe Delay
20.65,22,2,Medium,Rain,Urban,2.1,4,56.6,Severe Delay
13.43,4,4,Low,Snow,Rural,2.0,4,16.9,Severe Delay
22.21,15,2,Medium,Snow,Rural,3.9,1,54.1,Severe Delay
24.91,17,1,Medium,Clear,Rural,0.8,1,33.2,Severe Delay
5.25,16,0,Low,Rain,Suburban,4.4,1,4.0,Moderate Delay
25.15,17,0,Low,Clear,Rural,4.2,4,6.3,Moderate Delay
16.67,0,5,Medium,Rain,Rural,3.9,0,45.2,Severe Delay
25.5,18,4,Medium,Clear,Urban,1.9,3,74.4,Severe Delay
13.51,21,2,High,Clear,Urban,4.2,1,56.1,Severe Delay
11.99,7,5,Low,Rain,Urban,1.3,4,23.8,Severe Delay
27.54,2,3,Low,Clear,Urban,1.1,1,11.0,Severe Delay
8.28,4,5,High,Clear,Rural,0.7,2,13.0,Severe Delay
25.48,22,3,High,Fog,Suburban,4.7,3,138.7,Severe Delay
15.04,7,3,Low,Clear,Suburban,1.9,0,33.5,Severe Delay
15.91,18,1,Medium,Clear,Urban,4.6,1,50.1,Severe Delay
9.95,17,1,Low,Clear,Urban,1.7,2,15.6,Severe Delay
17.62,17,3,Low,Clear,Urban,4.6,2,23.6,Severe Delay
10.43,20,4,Low,Clear,Rural,4.6,3,0.0,No Delay
2.14,0,1,Low,Rain,Urban,4.7,4,2.3,No Delay
8.89,14,1,High,Clear,Rural,2.7,4,16.4,Severe Delay
1.18,17,0,Medium,Fog,Urban,4.4,1,7.3,Moderate Delay
29.37,6,5,High,Clear,Suburban,4.8,1,86.3,Severe Delay
29.01,15,0,Medium,Clear,Suburban,2.0,4,28.7,Severe Delay
12.46,15,4,Medium,Rain,Rural,2.4,0,32.4,Severe Delay
22.12,14,1,Medium,Rain,Urban,3.7,0,107.9,Severe Delay
11.03,5,6,High,Rain,Urban,1.9,2,64.6,Severe Delay
20.46,8,1,Medium,Snow,Urban,3.9,3,145.0,Severe Delay
24.36,6,2,Medium,Clear,Rural,0.8,0,41.3,Severe Delay
28.46,13,4,High,Clear,Urban,2.9,1,110.1,Severe Delay
12.61,10,6,Low,Fog,Urban,1.1,0,41.4,Severe Delay
23.72,20,5,Medium,Clear,Suburban,1.8,3,26.0,Severe Delay
8.71,15,5,High,Clear,Suburban,1.7,1,27.2,Severe Delay
29.72,5,6,High,Clear,Rural,4.3,3,60.9,Severe Delay
1.75,21,5,Low,Rain,Rural,1.4,4,3.0,Moderate Delay
18.5,15,6,Medium,Clear,Suburban,4.1,3,17.0,Severe Delay
20.13,19,4,Medium,Clear,Rural,4.1,3,25.6,Severe Delay
20.95,15,6,Low,Clear,Suburban,2.7,3,1.7,No Delay
4.49,11,6,Medium,Rain,Urban,1.6,1,13.3,Severe Delay
28.22,16,2,Low,Clear,Rural,1.5,3,0.0,No Delay
6.25,4,2,Low,Clear,Suburban,2.6,3,0.0,No Delay
19.06,12,0,Medium,Rain,Urban,0.5,2,49.1,Severe Delay
7.46,7,4,Medium,Snow,Suburban,2.9,1,44.6,Severe Delay
9.91,23,4,Medium,Rain,Urban,4.8,3,30.6,Severe Delay
16.85,4,2,Medium,Rain,Urban,1.2,0,86.8,Severe Delay
13.1,11,3,Low,Clear,Suburban,3.1,3,1.3,No Delay
5.65,8,3,Low,Clear,Rural,4.8,0,8.9,Moderate Delay
5.96,2,0,Low,Clear,Suburban,4.4,4,0.7,No Delay
13.13,2,3,Low,Fog,Urban,4.3,4,17.5,Severe Delay
22.96,0,3,Medium,Clear,Rural,4.2,1,8.2,Moderate Delay
27.04,21,3,Medium,Fog,Urban,1.9,1,93.6,Severe Delay
3.44,17,1,Low,Snow,Urban,4.5,4,12.2,Severe Delay
12.4,23,0,Low,Clear,Urban,4.7,1,5.3,Moderate Delay
3.91,11,2,Medium,Clear,Urban,2.7,0,15.6,Severe Delay
1.48,8,3,Low,Clear,Urban,2.1,0,6.8,Moderate Delay
20.19,8,5,High,Clear,Suburban,2.4,2,102.8,Severe Delay
18.47,17,6,Medium,Clear,Rural,2.0,1,25.7,Severe Delay
5.73,17,1,Low,Fog,Rural,1.5,1,9.4,Moderate Delay
7.78,6,3,Low,Clear,Rural,3.3,2,0.0,No Delay
1.69,3,6,Medium,Clear,Urban,3.0,3,6.1,Moderate Delay
25.21,12,6,Low,Clear,Suburban,2.6,0,22.0,Severe Delay
29.27,16,1,Low,Snow,Rural,0.9,3,25.9,Severe Delay
4.93,23,0,Low,Rain,Urban,4.1,2,4.6,Moderate Delay
7.71,1,5,Medium,Snow,Suburban,1.3,1,27.6,Severe Delay
26.18,13,5,Medium,Snow,Urban,1.0,3,116.6,Severe Delay
27.87,2,5,Low,Clear,Urban,3.3,1,16.0,Severe Delay
13.17,4,3,Medium,Clear,Suburban,2.3,2,15.0,Severe Delay
2.47,13,1,Medium,Clear,Suburban,0.8,4,0.5,No Delay
2.14,2,5,Medium,Clear,Suburban,2.1,1,0.0,No Delay
17.64,22,6,Low,Rain,Urban,4.0,3,17.5,Severe Delay
12.39,6,6,Medium,Clear,Suburban,3.3,3,13.5,Severe Delay
1.83,17,4,High,Clear,Rural,2.1,2,6.1,Moderate Delay
17.91,12,4,Low,Rain,Rural,1.4,3,0.3,No Delay
1.33,22,1,Low,Rain,Urban,3.3,0,2.1,No Delay
23.83,21,3,Low,Rain,Urban,4.5,1,28.3,Severe Delay
9.89,9,3,Low,Clear,Suburban,3.4,0,21.1,Severe Delay
2.17,12,0,Low,Fog,Urban,4.2,2,2.6,No Delay
18.06,15,0,High,Clear,Urban,2.8,0,128.4,Severe Delay
12.53,8,5,High,Clear,Urban,3.7,0,135.9,Severe Delay
29.24,1,2,Low,Rain,Rural,4.5,1,0.1,No Delay
16.78,22,6,Medium,Snow,Suburban,4.0,1,59.4,Severe Delay
8.98,4,0,Medium,Clear,Urban,4.6,4,14.1,Severe Delay
21.57,21,3,Medium,Clear,Urban,2.4,0,75.2,Severe Delay
8.87,16,6,Medium,Clear,Suburban,4.6,1,10.2,Severe Delay
27.22,22,2,Low,Clear,Urban,3.3,0,43.6,Severe Delay
11.87,21,0,Medium,Fog,Suburban,4.4,0,56.5,Severe Delay
16.95,3,1,Medium,Clear,Urban,0.7,2,28.5,Severe Delay
2.47,16,4,Medium,Rain,Urban,3.5,2,4.4,Moderate Delay
13.36,8,0,Medium,Rain,Urban,4.3,0,102.3,Severe Delay
25.14,19,0,Low,Clear,Suburban,1.3,2,24.3,Severe Delay
24.36,1,1,Low,Clear,Suburban,3.5,1,2.3,No Delay
7.51,23,3,High,Clear,Urban,4.2,0,54.6,Severe Delay
7.56,17,5,Medium,Clear,Urban,1.8,2,22.7,Severe Delay
24.7,20,1,High,Clear,Urban,2.3,1,95.5,Severe Delay
27.98,21,5,Low,Clear,Suburban,3.1,0,26.9,Severe Delay
3.77,10,0,Medium,Fog,Urban,2.8,0,23.8,Severe Delay
14.05,12,3,Medium,Clear,Urban,0.7,2,24.8,Severe Delay
10.79,7,2,High,Rain,Suburban,0.9,1,77.5,Severe Delay
26.25,0,0,Low,Clear,Suburban,1.0,0,27.2,Severe Delay
3.42,16,1,Low,Rain,Urban,1.7,0,8.8,Moderate Delay
7.12,11,2,Medium,Snow,Urban,1.6,4,33.2,Severe Delay
22.82,3,4,High,Clear,Rural,3.8,0,89.5,Severe Delay
2.49,20,2,High,Fog,Rural,3.1,4,10.2,Severe Delay
15.28,12,1,High,Rain,Urban,3.9,4,88.2,Severe Delay
13.82,8,6,High,Fog,Rural,0.8,1,91.3,Severe Delay
10.7,6,2,Low,Rain,Suburban,2.7,3,0.7,No Delay
12.44,22,1,Low,Clear,Rural,2.0,4,0.0,No Delay
16.37,23,6,Low,Clear,Urban,4.3,1,7.0,Moderate Delay
5.68,4,0,Low,Clear,Suburban,3.7,2,0.0,No Delay
17.59,4,6,High,Clear,Suburban,4.4,4,54.3,Severe Delay
24.36,16,3,High,Snow,Urban,0.7,3,214.1,Severe Delay
23.04,8,4,Low,Rain,Suburban,3.7,2,35.9,Severe Delay
5.46,5,6,Medium,Clear,Urban,2.9,4,10.8,Severe Delay
5.33,18,3,High,Fog,Urban,4.2,4,55.0,Severe Delay
8.78,15,3,Medium,Rain,Urban,2.8,3,25.1,Severe Delay
11.47,20,3,Low,Clear,Rural,2.9,0,5.0,Moderate Delay
12.85,1,6,Medium,Clear,Suburban,0.7,3,12.0,Severe Delay
20.71,9,1,Low,Clear,Suburban,3.5,1,14.5,Severe Delay
2.64,15,1,Medium,Fog,Suburban,1.7,1,5.2,Moderate Delay
2.01,4,4,Medium,Fog,Urban,0.6,3,8.6,Moderate Delay
12.37,14,1,Low,Clear,Urban,0.8,3,7.3,Moderate Delay
21.22,12,5,High,Clear,Suburban,4.8,3,65.0,Severe Delay
6.61,12,1,Medium,Rain,Rural,2.1,3,7.3,Moderate Delay
19.6,12,1,Medium,Snow,Urban,4.4,3,89.2,Severe Delay
8.54,14,1,High,Rain,Urban,4.8,4,50.2,Severe Delay
26.7,13,0,Low,Rain,Urban,4.7,2,28.7,Severe Delay
26.98,7,4,Low,Clear,Urban,4.5,1,34.9,Severe Delay
9.62,10,5,High,Clear,Urban,4.5,1,37.9,Severe Delay
7.67,17,1,Low,Clear,Suburban,1.8,2,4.9,Moderate Delay
12.93,23,4,Medium,Fog,Urban,1.2,3,44.2,Severe Delay
7.98,3,2,Low,Clear,Urban,3.4,2,6.4,Moderate Delay
20.5,9,0,Low,Fog,Suburban,2.7,3,45.7,Severe Delay
24.96,0,6,Medium,Clear,Rural,0.9,1,12.9,Severe Delay
20.52,4,1,Low,Fog,Urban,3.5,0,69.8,Severe Delay
24.91,12,5,Medium,Clear,Suburban,3.0,1,24.6,Severe Delay
12.51,0,0,Medium,Clear,Urban,4.4,1,17.0,Severe Delay
5.53,22,5,High,Rain,Rural,3.2,0,33.4,Severe Delay
22.4,7,6,Medium,Clear,Suburban,3.1,2,48.0,Severe Delay
11.45,2,6,Low,Snow,Rural,2.5,4,8.4,Moderate Delay
20.47,2,0,High,Clear,Urban,2.6,3,79.9,Severe Delay
8.85,6,2,Medium,Clear,Suburban,4.8,3,9.6,Moderate Delay
3.36,3,4,Medium,Fog,Suburban,1.1,1,7.2,Moderate Delay
29.78,2,0,High,Fog,Urban,2.5,0,345.8,Severe Delay
5.53,14,3,Medium,Clear,Urban,3.5,1,11.1,Severe Delay
29.66,7,6,Medium,Snow,Suburban,2.4,1,163.8,Severe Delay
29.34,2,2,Medium,Clear,Suburban,1.8,2,24.6,Severe Delay
24.02,6,6,Low,Clear,Urban,1.8,3,9.8,Moderate Delay
20.12,17,3,Low,Clear,Suburban,1.6,4,15.5,Severe Delay
17.76,10,2,Medium,Clear,Urban,2.0,0,62.2,Severe Delay
26.12,10,6,Low,Clear,Urban,4.4,4,10.5,Severe Delay
9.39,16,3,Low,Clear,Suburban,2.8,0,11.7,Severe Delay
14.56,5,3,Low,Clear,Urban,1.6,3,6.8,Moderate Delay
18.96,7,6,Medium,Fog,Urban,2.2,2,102.9,Severe Delay
12.92,0,6,Low,Clear,Urban,1.0,4,3.7,Moderate Delay
13.4,9,5,Medium,Snow,Suburban,4.6,0,124.2,Severe Delay
10.58,18,0,Low,Rain,Urban,2.3,1,24.7,Severe Delay
17.36,2,0,Medium,Clear,Rural,4.9,3,6.4,Moderate Delay
25.67,3,2,Medium,Clear,Urban,2.1,2,42.5,Severe Delay
6.84,10,4,Medium,Clear,Suburban,4.3,1,7.8,Moderate Delay
28.1,14,6,Low,Fog,Urban,1.7,2,44.1,Severe Delay
20.98,0,5,High,Clear,Suburban,0.8,0,116.7,Severe Delay
24.87,8,0,High,Clear,Suburban,0.6,1,122.0,Severe Delay
17.13,10,0,High,Snow,Urban,3.2,2,152.1,Severe Delay
23.61,18,5,High,Rain,Urban,1.9,3,212.3,Severe Delay
1.47,12,1,Medium,Clear,Urban,2.5,4,2.9,No Delay
24.73,15,5,Medium,Clear,Urban,4.2,4,40.6,Severe Delay
2.16,3,0,Medium,Fog,Urban,1.6,1,8.7,Moderate Delay
26.81,0,4,Medium,Fog,Suburban,1.9,3,69.1,Severe Delay
29.77,19,1,High,Clear,Suburban,4.3,3,150.3,Severe Delay
9.53,12,3,Medium,Clear,Urban,2.7,2,17.7,Severe Delay
7.1,0,5,High,Fog,Urban,4.2,1,46.6,Severe Delay
23.2,4,3,Low,Rain,Urban,2.2,3,26.2,Severe Delay
8.34,4,1,High,Fog,Urban,2.3,2,58.3,Severe Delay
26.1,13,1,Medium,Clear,Suburban,1.3,3,26.4,Severe Delay
3.98,22,1,Medium,Snow,Suburban,4.6,1,15.3,Severe Delay
4.65,13,2,Low,Clear,Urban,4.5,3,2.1,No Delay
29.4,7,5,Medium,Clear,Urban,4.9,3,89.6,Severe Delay
20.54,3,6,High,Rain,Rural,2.3,3,66.7,Severe Delay
25.56,6,4,Low,Clear,Urban,4.2,4,7.2,Moderate Delay
10.41,19,4,Medium,Fog,Urban,2.4,0,100.3,Severe Delay
20.62,18,3,Low,Clear,Suburban,2.5,1,16.3,Severe Delay
18.23,14,3,High,Fog,Suburban,4.2,4,103.2,Severe Delay
18.49,21,6,Medium,Clear,Urban,1.3,0,61.2,Severe Delay
20.79,3,3,Low,Rain,Rural,1.5,3,0.0,No Delay
17.69,18,5,Low,Clear,Urban,1.9,3,23.6,Severe Delay
13.44,8,0,Medium,Rain,Suburban,4.0,4,46.6,Severe Delay
9.0,20,3,Low,Rain,Urban,2.2,2,9.1,Moderate Delay
23.29,12,1,Medium,Clear,Suburban,2.1,1,21.7,Severe Delay
7.56,13,3,High,Clear,Rural,5.0,0,31.0,Severe Delay
21.08,22,1,High,Clear,Urban,2.2,3,87.2,Severe Delay
7.77,13,2,Low,Fog,Suburban,1.6,1,11.1,Severe Delay
19.13,21,0,High,Clear,Rural,3.3,3,37.7,Severe Delay
22.67,9,0,Medium,Clear,Urban,4.1,3,66.8,Severe Delay
7.34,15,6,Low,Clear,Suburban,0.8,3,0.0,No Delay
2.74,4,5,Low,Snow,Rural,3.3,1,5.8,Moderate Delay
4.8,22,5,Low,Clear,Suburban,0.7,4,2.1,No Delay
18.57,5,4,High,Clear,Urban,2.9,1,75.1,Severe Delay
25.63,1,2,Low,Rain,Urban,1.7,1,27.8,Severe Delay
2.3,12,6,Low,Rain,Urban,1.9,2,4.4,Moderate Delay
22.29,12,5,Medium,Clear,Urban,2.6,2,40.2,Severe Delay
10.9,18,1,Medium,Snow,Suburban,4.7,4,60.3,Severe Delay
14.88,17,2,Medium,Rain,Urban,3.7,2,63.8,Severe Delay
27.94,18,0,Medium,Clear,Urban,4.7,4,82.9,Severe Delay
10.63,0,1,Low,Clear,Urban,3.5,3,4.4,Moderate Delay
14.49,7,6,High,Fog,Urban,0.5,3,153.3,Severe Delay
1.4,21,6,Low,Clear,Suburban,1.7,1,2.7,No Delay
3.37,15,2,Medium,Clear,Suburban,4.6,3,2.2,No Delay
8.5,1,0,Medium,Clear,Urban,3.4,2,13.3,Severe Delay
1.81,7,5,Low,Rain,Urban,4.9,0,6.9,Moderate Delay
19.31,5,1,High,Clear,Urban,1.2,1,78.8,Severe Delay
13.37,15,1,Medium,Rain,Urban,1.8,4,34.1,Severe Delay
16.9,22,0,Low,Clear,Urban,2.1,3,6.3,Moderate Delay
6.06,10,1,High,Rain,Suburban,2.0,1,24.2,Severe Delay
9.58,16,5,Medium,Rain,Urban,1.6,1,24.6,Severe Delay
20.25,22,5,Medium,Clear,Rural,2.5,1,11.4,Severe Delay
28.99,18,5,Medium,Fog,Urban,3.4,3,164.7,Severe Delay
2.46,10,0,High,Clear,Urban,1.9,4,11.2,Severe Delay
26.82,7,3,Low,Rain,Suburban,0.9,1,44.9,Severe Delay
17.73,21,3,Low,Clear,Suburban,3.7,1,0.0,No Delay
17.35,3,6,Medium,Clear,Suburban,2.6,1,17.7,Severe Delay
15.51,10,6,Low,Snow,Rural,3.0,3,14.0,Severe Delay
3.01,7,1,Medium,Snow,Urban,2.5,2,21.3,Severe Delay
3.61,8,5,Low,Clear,Rural,4.5,4,2.5,No Delay
18.43,1,1,Low,Clear,Urban,3.0,1,5.5,Moderate Delay
10.89,15,0,Low,Clear,Rural,4.7,1,0.8,No Delay
27.6,5,1,Medium,Fog,Urban,2.8,1,97.1,Severe Delay
12.79,20,4,High,Clear,Urban,1.8,3,49.5,Severe Delay
5.16,20,3,Low,Clear,Suburban,2.1,2,0.2,No Delay
21.73,18,1,Medium,Clear,Urban,2.8,1,64.9,Severe Delay
9.51,7,1,Low,Snow,Urban,2.9,1,39.8,Severe Delay
16.24,13,2,Medium,Clear,Urban,3.6,3,25.8,Severe Delay
21.24,23,1,Low,Clear,Suburban,1.5,4,0.0,No Delay
27.11,15,4,Medium,Clear,Rural,3.5,4,9.0,Moderate Delay
23.97,11,3,Medium,Clear,Suburban,4.0,2,26.6,Severe Delay
20.61,4,2,High,Rain,Rural,3.5,4,65.5,Severe Delay
20.71,23,0,Low,Snow,Suburban,2.7,1,32.7,Severe Delay
28.43,23,6,Medium,Fog,Urban,5.0,3,98.0,Severe Delay
9.58,18,0,Medium,Clear,Urban,2.3,1,31.0,Severe Delay
1.03,17,3,High,Fog,Suburban,1.0,1,8.6,Moderate Delay
8.89,8,6,Low,Clear,Urban,4.2,2,7.8,Moderate Delay
7.32,1,0,Low,Clear,Urban,1.5,4,1.3,No Delay
20.19,19,4,High,Snow,Urban,3.7,4,260.6,Severe Delay
19.38,11,1,Low,Clear,Suburban,1.3,4,0.0,No Delay
18.21,1,3,Low,Clear,Urban,0.6,1,7.4,Moderate Delay
1.47,9,6,Low,Snow,Rural,1.2,3,3.1,Moderate Delay
22.13,0,2,High,Clear,Suburban,2.2,3,68.9,Severe Delay
10.38,3,1,Low,Rain,Suburban,1.0,1,6.2,Moderate Delay
20.29,11,0,High,Snow,Rural,1.4,0,176.8,Severe Delay
17.14,8,0,Medium,Clear,Urban,3.9,1,54.5,Severe Delay
10.94,3,2,Low,Clear,Suburban,4.0,4,3.5,Moderate Delay
4.9,8,4,Medium,Clear,Rural,4.2,1,8.5,Moderate Delay
3.74,5,2,Low,Clear,Suburban,4.3,0,3.6,Moderate Delay
25.11,0,3,Medium,Clear,Suburban,2.4,1,24.5,Severe Delay
27.63,9,2,Medium,Rain,Urban,4.4,4,123.4,Severe Delay
19.84,13,0,Medium,Clear,Suburban,2.9,2,18.3,Severe Delay
4.0,21,4,Low,Clear,Urban,2.6,3,0.7,No Delay
12.66,17,4,Medium,Clear,Rural,3.7,0,35.8,Severe Delay
22.14,5,5,High,Clear,Rural,1.5,2,43.6,Severe Delay
23.61,17,2,Medium,Fog,Rural,4.1,3,71.2,Severe Delay
4.43,19,3,High,Clear,Suburban,2.4,2,24.7,Severe Delay
1.0,15,0,Low,Fog,Urban,1.1,1,0.0,No Delay
21.65,14,1,High,Clear,Urban,1.0,1,86.9,Severe Delay
11.34,15,4,Low,Clear,Rural,1.2,3,0.0,No Delay
8.38,7,2,Low,Clear,Urban,4.5,3,7.5,Moderate Delay
1.37,12,5,High,Clear,Urban,5.0,1,4.5,Moderate Delay
16.67,22,3,High,Rain,Suburban,2.1,1,75.1,Severe Delay
25.68,10,3,Medium,Clear,Urban,1.8,3,43.6,Severe Delay
28.77,6,6,Low,Snow,Suburban,1.5,3,45.5,Severe Delay
17.41,16,0,Low,Clear,Urban,4.2,3,5.9,Moderate Delay
15.92,17,4,Medium,Snow,Suburban,1.4,4,87.1,Severe Delay
3.47,21,0,High,Clear,Rural,4.7,4,5.9,Moderate Delay
16.92,22,5,Low,Clear,Urban,3.5,1,0.0,No Delay
12.02,18,1,High,Clear,Urban,4.5,4,75.3,Severe Delay
18.61,12,1,Low,Clear,Urban,3.0,0,31.4,Severe Delay
12.27,14,1,High,Fog,Rural,3.6,1,44.2,Severe Delay
7.97,22,3,High,Clear,Urban,3.3,0,55.0,Severe Delay
3.75,21,4,Medium,Clear,Urban,4.2,2,5.4,Moderate Delay
10.13,21,0,Low,Clear,Suburban,4.3,0,11.6,Severe Delay
3.8,0,0,High,Clear,Urban,3.2,2,15.4,Severe Delay
6.13,15,5,Medium,Fog,Rural,3.3,0,21.7,Severe Delay
29.63,4,1,Medium,Rain,Rural,4.6,2,31.7,Severe Delay
13.88,2,4,Medium,Rain,Suburban,4.7,2,22.9,Severe Delay
16.42,22,4,Low,Clear,Suburban,3.5,1,0.0,No Delay
26.33,9,5,High,Snow,Urban,0.5,3,345.2,Severe Delay
29.87,18,2,Low,Rain,Suburban,1.0,3,51.3,Severe Delay
17.9,4,4,High,Clear,Suburban,4.4,1,50.8,Severe Delay
24.56,6,4,Low,Clear,Urban,0.9,2,14.0,Severe Delay
10.48,13,0,Medium,Snow,Urban,1.5,3,47.3,Severe Delay
9.87,2,5,Low,Clear,Rural,1.5,3,0.0,No Delay
12.68,12,4,Low,Rain,Urban,3.2,0,32.4,Severe Delay
20.5,12,4,Low,Clear,Suburban,3.1,4,0.0,No Delay
20.78,9,0,Medium,Clear,Urban,1.8,1,63.0,Severe Delay
10.14,1,4,Medium,Rain,Urban,1.4,4,27.2,Severe Delay
4.86,5,0,High,Rain,Rural,3.9,2,16.8,Severe Delay
19.34,7,2,Low,Clear,Urban,4.7,0,57.5,Severe Delay
4.72,3,3,Medium,Rain,Suburban,0.7,3,9.2,Moderate Delay
17.78,11,6,Medium,Clear,Urban,1.1,0,59.8,Severe Delay
21.11,14,0,Low,Rain,Urban,3.4,1,26.9,Severe Delay
21.32,7,0,Medium,Snow,Rural,4.1,2,82.7,Severe Delay
22.85,6,4,Medium,Fog,Suburban,4.1,0,112.8,Severe Delay
26.31,13,0,Low,Clear,Rural,3.7,0,8.8,Moderate Delay
15.5,22,5,Low,Clear,Rural,4.5,0,4.0,Moderate Delay
22.18,18,1,Medium,Fog,Rural,1.5,3,66.8,Severe Delay
18.96,13,1,Low,Clear,Rural,1.0,2,0.0,No Delay
6.41,21,2,Medium,Clear,Urban,3.3,3,9.5,Moderate Delay
1.74,12,0,High,Snow,Rural,4.2,0,16.5,Severe Delay
9.25,20,5,Medium,Clear,Urban,3.1,3,13.9,Severe Delay
13.85,0,4,Medium,Clear,Urban,4.8,3,20.9,Severe Delay
18.9,18,4,Low,Clear,Urban,4.1,1,23.9,Severe Delay
25.65,0,6,High,Clear,Urban,3.7,4,105.1,Severe Delay
6.69,3,3,Low,Clear,Suburban,0.8,4,0.8,No Delay
4.64,9,2,Medium,Snow,Urban,1.0,1,30.5,Severe Delay
28.94,2,5,High,Clear,Urban,4.0,1,114.9,Severe Delay
4.13,19,5,Medium,Clear,Urban,1.4,3,9.9,Moderate Delay
14.88,8,6,Medium,Fog,Urban,0.6,3,88.2,Severe Delay
17.98,2,6,Medium,Rain,Suburban,4.6,2,34.5,Severe Delay
16.7,5,4,Low,Rain,Urban,4.5,4,14.7,Severe Delay
3.49,5,3,Medium,Clear,Urban,1.5,3,2.9,No Delay
2.65,22,4,Low,Fog,Urban,4.0,2,1.7,No Delay
4.06,11,3,Medium,Clear,Urban,0.7,4,7.1,Moderate Delay
17.98,22,1,Low,Clear,Suburban,1.8,2,0.0,No Delay
16.79,0,5,High,Clear,Urban,3.3,2,64.4,Severe Delay
7.78,15,6,Low,Clear,Urban,3.9,1,2.6,No Delay
19.5,23,1,Medium,Clear,Urban,0.5,0,66.1,Severe Delay
